Mean,Std,RMS,Kurtosis,Peak_to_Peak,Skewness,Crest_Factor,Shape_Factor,Impulse_Factor,Clearance_Factor,Dominant_frequency,Spectral_energy,Spectral_centroid,Spectral_entropy,Spectral_bandwidth,Peak_amplitude,label,file_name
0.012530980168269229,0.06641900108024837,0.06759074765436163,-0.10560478448976074,0.43475446153846153,-0.07592441357312377,3.3333647459672164,1.240411535656553,4.134744083448611,4.840699244764227,2103.515625,9910.164606060289,1060.5388807181653,5.755424168606182,1026.7357727416154,38.52021467267691,0,100.mat
0.013421568209134614,0.063894189756791,0.06528863590142826,-0.06594853929086986,0.4186910769230769,-0.13548426574624448,3.3997764873796887,1.2391194054480152,4.212729019698062,4.9301054882620745,2103.515625,9317.112557643304,1143.2552516929634,5.826024373154818,1108.9107379371994,38.23594514418038,0,100.mat
0.012377676382211539,0.0644994609250888,0.06567638336761407,-0.15989509957517,0.41264123076923076,-0.1299166768881252,3.3797045124781353,1.242601221760818,4.199624956395881,4.941807679698421,2103.515625,9367.127533982792,1118.1870111634719,5.7874686648091025,1065.2796974780942,38.433732403239844,0,100.mat
0.012713518629807692,0.06238845520244065,0.06367065963611035,-0.09513107422891443,0.36403384615384615,-0.1630701079924632,2.9946990125153645,1.2473096992240094,3.735317124566977,4.404319841997027,2103.515625,8840.725581178265,1085.2391234706415,5.74878879027361,1045.1759877533352,39.130755296451866,0,100.mat
0.013284155048076923,0.062347945140771285,0.06374743162369738,-0.19995743775431363,0.35381169230769227,-0.04112732777471472,2.8438286000432047,1.245825441311717,3.5429140206637073,4.170348129637496,2103.515625,8892.35196769197,1107.2767737672639,5.7485528868163085,1070.9637366827476,39.10872903742951,0,100.mat
0.012031749699519229,0.061896447091223876,0.06305500109704668,-0.1412754213553047,0.39073661538461535,-0.091182442017218,3.3217007772545455,1.241061363361819,4.12243449529954,4.8369907809768975,2103.515625,8641.727969574715,1134.1562852480515,5.765043553195174,1105.3947631733447,39.544361741268354,0,100.mat
0.011394596754807692,0.0639541064777302,0.06496125437958788,-0.0915291221229948,0.404088,-0.19111793018402212,3.2242272436731065,1.2415251181907798,4.002959109775186,4.6986554420788975,2103.515625,9122.195156494634,1116.7262501023777,5.7663862495090745,1040.6664960204646,38.88509184450385,0,100.mat
0.01176313701923077,0.06671957884944808,0.06774860584824544,-0.08555742841682035,0.42348923076923073,-0.07003688871726464,3.371786670644266,1.2519679579904268,4.221368872825841,4.992756017650525,2103.515625,9915.849812655972,1101.412322340588,5.752356967026895,1061.3070814761534,39.01259926485602,0,100.mat
0.011194232271634614,0.06510638690126941,0.06606173212601293,-0.003992312234604167,0.42348923076923073,-0.04713361191737749,3.4578845997877856,1.2558995694321098,4.342755780019403,5.151807153552921,2103.515625,9415.088394927488,1110.515487230697,5.765012607807092,1072.6691431523222,38.57492805426922,0,100.mat
0.012005876502403845,0.06944891816440735,0.07047902741097894,-0.03904708743307106,0.4433076923076923,-0.05367449507595795,3.436518215924361,1.2522651791066046,4.30343209916763,5.095328117179904,2103.515625,10719.454826892203,1055.3985928436282,5.719082779500165,1015.2929511441728,38.652205503433926,0,100.mat
0.014049146033653846,0.0666772305356738,0.06814126192097063,0.04858185915289148,0.4433076923076923,-0.04429959564984724,3.5544170259037005,1.2565654430522066,4.466357604946991,5.294131187670878,2103.515625,10151.4956825255,1064.6863836007951,5.722972416580005,1048.7360905132698,38.75447327505493,0,100.mat
0.013223750300480768,0.05986461104465394,0.06130774198693968,-0.16186099409506172,0.3665372307692307,-0.09476367996248049,3.1441480168308753,1.2441057985692763,3.9116527792993825,4.599686225177744,2103.515625,8249.161732652483,1111.3273482717368,5.767521476011983,1042.640915683907,37.86638809616292,0,100.mat
0.012409559495192308,0.06272329106648875,0.06393909922008742,-0.1402373659477245,0.39636923076923075,-0.0950550993164131,3.481322353610584,1.2431270535304573,4.327725999833642,5.086623433081926,2103.515625,8896.550397599873,1097.788722786524,5.735963862121609,1062.1355266486507,38.71983095658891,0,100.mat
0.014626199819711536,0.06408768757488532,0.0657355111021603,-0.1851718739765249,0.40492246153846156,-0.13563125743296436,3.386185208763064,1.2372104592232231,4.189423757148636,4.921477565391555,2103.515625,9510.761838104774,1152.0524911023954,5.798678704014296,1136.6672457676807,39.35521606871872,0,100.mat
0.01507327644230769,0.06303352903713921,0.06481072014398621,-0.12407321844168573,0.4220289230769231,-0.11621236185232345,3.6984479788305302,1.2415534169875262,4.591820725667654,5.402432771409424,2103.515625,9285.42123821893,1143.129255510254,5.753672359060575,1094.0083221385837,39.553799654881345,0,100.mat
0.014166594050480768,0.06153614286372035,0.06314577789160031,-0.03641215408485898,0.40846892307692306,-0.09232532131177475,3.7959636404283152,1.2456501210244288,4.728442568103863,5.563953123160085,2103.515625,8783.047893555258,1201.3989915851057,5.839409871525245,1134.7933444797352,38.882639262990395,0,100.mat
0.014841741887019231,0.06276346525804852,0.06449441738196542,-0.05248455190064272,0.4063827692307692,-0.1629851942151971,3.5580897136856957,1.2349278325036446,4.393984017975389,5.134230003352317,2103.515625,9185.121396392116,1090.1593143655057,5.747581039626617,1039.201302186,37.408769076370795,0,100.mat
0.014796820312499999,0.06789367799682496,0.06948739024669848,0.0068881058327407985,0.47960676923076917,-0.1259309046387994,3.6146547191539824,1.2422067576813802,4.490148518817969,5.259182750444097,2103.515625,10585.256759901662,1068.5532506638988,5.7368477203505615,1061.3734022389365,39.17737664107926,0,100.mat
0.01381669471153846,0.06724304673291998,0.06864785784478285,0.06395261445814038,0.47960676923076917,-0.18276122921698004,3.658860319353897,1.242979344652904,4.547887801927022,5.328117595060631,2103.515625,10283.239460801009,1125.3888214607991,5.796121556088766,1078.078983683851,38.204037161912666,0,100.mat
0.014104865084134614,0.06420885441862792,0.06573982206238616,0.19553579059277437,0.4309993846153846,-0.3259532505877601,3.630311012608444,1.2424509773644654,4.510483465752344,5.293852955530107,2103.515625,9480.535193587384,1113.8427948279611,5.718522599273202,1039.3829686135707,38.867130225517506,0,100.mat
0.014726840444711536,0.06463358186756886,0.06629011792504007,0.3384228710293411,0.46542092307692307,-0.22442802997411662,3.600174618332537,1.259032095747677,4.532735394776808,5.364101876996209,2103.515625,9670.512218227368,1102.0527686882058,5.73435954539157,1037.8004158547017,38.575169822282575,0,100.mat
